emp_no,dept_name,first_name,last_name,birth_date,from_date,to_date,title
200726,Finance,Jacopo,Valtorta,1963-10-19,1985-08-10,9999-01-01,Senior Staff
200781,Quality Management,Bernt,Capobianchi,1962-01-01,1988-12-14,9999-01-01,Senior Engineer
200817,Production,Guadalupe,Linares,1963-11-03,1986-05-07,9999-01-01,Senior Engineer
200908,Customer Service,Candido,Olivero,1964-05-20,1986-09-28,9999-01-01,Staff
200925,Customer Service,Isaac,Journel,1963-08-19,1988-05-21,9999-01-01,Senior Staff
200929,Development,Fan,Rosay,1964-04-28,1985-09-17,9999-01-01,Engineer
201031,Development,Teiji,Henseler,1962-06-20,1988-06-05,9999-01-01,Engineer
201037,Human Resources,Kerhong,Shimshoni,1963-03-13,1985-08-17,9999-01-01,Senior Staff
201042,Sales,Somnath,Mitchem,1963-05-05,1988-11-07,9999-01-01,Senior Staff
201053,Development,Gregory,Shokrollahi,1963-08-01,1988-10-16,9999-01-01,Technique Leader
201099,Production,Xiaoheng,Schapire,1963-08-31,1987-11-29,9999-01-01,Senior Engineer
201112,Development,Hercules,Hashii,1962-07-19,1985-11-16,9999-01-01,Engineer
201116,Production,Kazuhisa,Nations,1962-12-09,1986-01-18,9999-01-01,Senior Engineer
201207,Development,Arie,Cronan,1962-07-23,1986-01-26,9999-01-01,Assistant Engineer
201235,Development,Ebbe,Seghrouchni,1962-12-28,1987-05-06,9999-01-01,Engineer
201253,Research,Toshimi,Siprelle,1964-06-25,1985-05-26,9999-01-01,Staff
201262,Customer Service,Vincent,Garnham,1963-07-07,1985-06-29,9999-01-01,Senior Staff
201335,Customer Service,Toshiki,Ozeki,1962-02-15,1988-08-28,9999-01-01,Senior Staff
201350,Finance,Guozhong,Brickell,1962-07-23,1985-06-30,9999-01-01,Staff
201356,Development,Xuedong,Assaf,1964-06-26,1988-05-20,9999-01-01,Technique Leader
201375,Production,Petter,Ginesta,1963-07-31,1987-08-17,9999-01-01,Engineer
201382,Sales,Gererd,Schiper,1964-10-04,1987-11-11,9999-01-01,Staff
201407,Production,Pranav,Anguita,1964-06-29,1987-03-31,9999-01-01,Engineer
201469,Finance,Boaz,Murtafg,1963-10-28,1988-04-24,9999-01-01,Staff
201475,Production,Gopalakrishnan,Polajnar,1964-09-10,1986-10-19,9999-01-01,Senior Engineer
201486,Development,Fumitake,Heinisuo,1962-12-18,1985-08-28,9999-01-01,Engineer
201501,Development,Mamdouh,Hatcliff,1964-10-22,1986-05-18,9999-01-01,Engineer
201512,Development,Danae,Macedo,1962-04-16,1988-09-27,9999-01-01,Engineer
201521,Development,Vesna,Cooley,1962-08-27,1985-06-14,9999-01-01,Engineer
201534,Production,Subhash,Petereit,1964-12-30,1986-11-06,9999-01-01,Engineer
201554,Finance,Mechthild,Kawashimo,1962-01-23,1988-03-14,9999-01-01,Staff
201555,Development,Vasilis,Weiland,1964-02-11,1988-03-28,9999-01-01,Engineer
201567,Development,Dinkar,Olano,1962-09-17,1986-05-10,9999-01-01,Senior Engineer
201572,Production,Akhilish,Piancastelli,1962-09-25,1988-05-13,9999-01-01,Engineer
201615,Development,Irene,Fontet,1962-09-05,1987-12-19,9999-01-01,Senior Engineer
201644,Customer Service,Matk,Jansen,1964-08-15,1987-09-02,9999-01-01,Senior Staff
201677,Development,Akeel,Kriebel,1964-11-14,1986-02-05,9999-01-01,Engineer
201709,Finance,Fan,Kakkad,1965-01-01,1988-02-25,9999-01-01,Senior Staff
201716,Human Resources,Uwe,Fairtlough,1962-10-26,1985-07-05,9999-01-01,Senior Staff
201718,Development,Oldrich,Suwa,1963-02-09,1985-05-28,9999-01-01,Technique Leader
201744,Research,Constantine,Encarnacion,1963-12-28,1986-07-23,9999-01-01,Senior Staff
201754,Finance,Nikolaus,Munck,1964-05-18,1986-11-13,9999-01-01,Senior Staff
201758,Research,Chaoyi,Antonakopoulos,1963-02-22,1988-12-21,9999-01-01,Senior Staff
201783,Production,Margareta,Petersohn,1964-11-02,1987-05-18,9999-01-01,Senior Engineer
201786,Quality Management,Franziska,Marrevee,1964-06-10,1987-12-31,9999-01-01,Senior Engineer
201788,Production,Eishiro,Garigliano,1964-01-12,1986-08-17,9999-01-01,Technique Leader
201801,Development,Waiman,Genin,1965-01-12,1988-10-30,9999-01-01,Senior Engineer
201827,Development,Halsur,Morrey,1964-06-24,1988-07-22,9999-01-01,Engineer
201843,Human Resources,Lidong,Barreiro,1962-01-26,1988-12-04,9999-01-01,Staff
201847,Research,Giap,Iwayama,1963-10-27,1987-06-23,9999-01-01,Staff
201855,Quality Management,Venkatesan,Bondorf,1963-04-18,1986-03-31,9999-01-01,Engineer
201856,Sales,Shem,Ginesta,1964-11-14,1987-06-13,9999-01-01,Senior Staff
201868,Development,Berhard,Nannarelli,1964-11-27,1987-04-03,9999-01-01,Senior Engineer
201882,Production,Toshimo,Kaiser,1964-01-30,1986-03-20,9999-01-01,Senior Engineer
201883,Sales,Nechama,Gelosh,1962-03-21,1988-06-16,9999-01-01,Senior Staff
201899,Production,Kristin,Lamma,1962-04-24,1987-03-17,9999-01-01,Engineer
201928,Customer Service,Vincent,Suppi,1962-07-29,1987-05-29,9999-01-01,Senior Staff
201935,Production,Kersti,Falck,1963-05-24,1986-03-29,9999-01-01,Technique Leader
201954,Development,Kwangho,Kranzdorf,1964-04-08,1987-11-12,9999-01-01,Senior Engineer
201968,Research,Marsha,Birdsall,1964-03-17,1987-09-14,9999-01-01,Staff
201986,Finance,Bezalel,Gubsky,1963-09-14,1987-05-18,9999-01-01,Senior Staff
201991,Production,Kensyu,Kaltofen,1964-07-17,1985-11-13,9999-01-01,Engineer
202022,Production,Serap,Granlund,1962-08-19,1987-11-06,9999-01-01,Senior Engineer
202045,Finance,Perry,Bahl,1964-01-18,1985-10-11,9999-01-01,Staff
202065,Development,Kristof,Falster,1962-07-01,1987-05-31,9999-01-01,Senior Engineer
202112,Finance,Yifei,Kropp,1964-02-12,1987-02-13,9999-01-01,Staff
202132,Finance,Huei,Gewali,1962-12-31,1986-07-03,9999-01-01,Senior Staff
202135,Finance,Duangkaew,Kaelbling,1962-11-17,1988-08-21,9999-01-01,Staff
202157,Development,Aksel,Schiper,1964-09-23,1988-08-08,9999-01-01,Senior Engineer
202172,Development,Mabry,Manderick,1963-05-13,1988-05-14,9999-01-01,Assistant Engineer
202228,Quality Management,Margo,Schicker,1962-06-24,1985-10-24,9999-01-01,Engineer
202238,Production,Baoqiu,Tetzlaff,1964-12-14,1985-07-26,9999-01-01,Engineer
202256,Marketing,Sangeeta,Waymire,1963-07-06,1988-08-12,9999-01-01,Staff
202286,Quality Management,Berhard,Deyuan,1964-10-02,1986-06-02,9999-01-01,Technique Leader
202290,Development,Kazuhisa,Wroclawski,1964-06-07,1988-11-20,9999-01-01,Engineer
202302,Production,Luigi,Nishimukai,1962-04-13,1987-08-04,9999-01-01,Engineer
202325,Development,Yuqun,Gils,1964-06-23,1987-07-14,9999-01-01,Senior Engineer
202338,Sales,Piyawadee,Bahr,1964-12-29,1988-02-06,9999-01-01,Senior Staff
202340,Sales,Nectarios,Kumaresan,1962-01-17,1988-01-28,9999-01-01,Senior Staff
202345,Development,Kish,Yeung,1963-11-09,1988-10-24,9999-01-01,Engineer
202349,Sales,Takahiro,Alpay,1964-02-15,1985-09-13,9999-01-01,Staff
202350,Production,Maria,Spieker,1964-03-01,1986-12-21,9999-01-01,Senior Engineer
202352,Development,Aloys,Nannarelli,1963-08-24,1986-06-08,9999-01-01,Senior Engineer
202363,Production,Nikolaos,Lyonns,1962-02-03,1987-06-11,9999-01-01,Senior Engineer
202410,Finance,Lalit,Choobineh,1964-11-01,1986-12-14,9999-01-01,Senior Staff
202443,Finance,Hatim,Driscoll,1963-03-16,1986-12-16,9999-01-01,Senior Staff
202459,Development,Gonzalo,Selenyi,1962-06-07,1985-09-10,9999-01-01,Senior Engineer
202469,Sales,Siamak,Schaad,1963-07-31,1988-06-21,9999-01-01,Staff
202530,Production,Alenka,Lyonns,1962-10-03,1988-12-27,9999-01-01,Engineer
202537,Production,Giao,Silva,1963-01-13,1986-11-28,9999-01-01,Senior Engineer
202595,Development,Quingbo,Masamoto,1963-12-24,1988-12-15,9999-01-01,Assistant Engineer
202695,Sales,Geoffry,Dredge,1963-04-22,1988-07-07,9999-01-01,Senior Staff
202702,Production,Neven,Covnot,1963-09-01,1987-06-20,9999-01-01,Engineer
202760,Marketing,Atreye,Besselaar,1963-04-16,1986-02-23,9999-01-01,Staff
202778,Development,Valeri,Masamoto,1963-12-15,1988-11-14,9999-01-01,Assistant Engineer
202786,Customer Service,Fayez,Kitai,1962-09-25,1986-09-01,9999-01-01,Senior Staff
202807,Sales,Georgy,Rousseau,1962-08-27,1985-09-03,9999-01-01,Staff
202826,Development,Kerhong,Matzke,1965-01-19,1986-11-14,9999-01-01,Senior Engineer
202859,Marketing,Quingbo,Uchoa,1964-02-23,1985-04-30,9999-01-01,Staff
202889,Sales,Heather,Perz,1962-08-18,1987-12-30,9999-01-01,Senior Staff
202901,Production,Ortrun,Ananiadou,1963-05-06,1985-12-12,9999-01-01,Engineer
202908,Customer Service,Constantine,Munck,1962-03-08,1986-03-22,9999-01-01,Senior Staff
202916,Finance,Jeane,Lammel,1964-02-02,1986-11-12,9999-01-01,Staff
202940,Development,Van,Polajnar,1964-05-13,1986-09-15,9999-01-01,Senior Engineer
202946,Production,Stella,Orlowski,1963-03-02,1985-04-08,9999-01-01,Senior Engineer
202950,Human Resources,Giordano,Pietrzykowski,1965-01-17,1987-03-26,9999-01-01,Senior Staff
203004,Marketing,Elliott,Pettis,1964-04-01,1986-07-03,9999-01-01,Senior Staff
203017,Quality Management,Berni,Stamatiou,1962-02-12,1988-06-23,9999-01-01,Engineer
203031,Development,Huiqun,Anguita,1964-06-30,1988-02-21,9999-01-01,Senior Engineer
203070,Production,Duri,Thisen,1962-10-24,1987-12-28,9999-01-01,Senior Engineer
203077,Sales,Kensyu,Stentiford,1963-07-06,1987-04-09,9999-01-01,Staff
203112,Customer Service,Mohamadou,Lindenbaum,1962-06-21,1987-02-20,9999-01-01,Staff
203165,Development,Guozhong,Alvarado,1964-10-03,1986-11-16,9999-01-01,Engineer
203225,Development,Bangqing,Porotnikoff,1964-08-13,1987-11-23,9999-01-01,Senior Engineer
203253,Production,Paris,Akaboshi,1963-08-23,1986-04-07,9999-01-01,Senior Engineer
203283,Development,Shakhar,Kawashimo,1964-12-07,1987-05-13,9999-01-01,Engineer
203284,Sales,Ult,Flexer,1962-12-27,1988-04-02,9999-01-01,Senior Staff
203310,Research,Mingzeng,Katzenelson,1964-07-07,1988-12-04,9999-01-01,Senior Staff
203311,Development,Niclas,Shrader,1963-05-29,1985-03-06,9999-01-01,Senior Engineer
203314,Sales,Hironobu,Montresor,1963-09-21,1986-07-16,9999-01-01,Senior Staff
203325,Development,Chaitali,Jansch,1962-08-17,1988-12-23,9999-01-01,Senior Engineer
203340,Development,Xiaopeng,Steenbeek,1962-09-29,1985-10-23,9999-01-01,Senior Engineer
203344,Production,Berto,Shackell,1962-12-22,1988-02-24,9999-01-01,Senior Engineer
203362,Marketing,Sanjeeva,Barinka,1964-05-08,1987-02-22,9999-01-01,Staff
203399,Quality Management,Wilmer,Whittlesey,1962-04-30,1986-11-01,9999-01-01,Engineer
203404,Production,Khue,Sinicrope,1962-10-22,1987-03-15,9999-01-01,Senior Engineer
203500,Development,Itzchak,Waleschkowski,1962-06-15,1987-08-26,9999-01-01,Senior Engineer
203511,Marketing,Sandeepan,Brookner,1963-02-27,1988-10-09,9999-01-01,Senior Staff
203537,Marketing,Remmert,Tsukune,1962-07-16,1987-07-09,9999-01-01,Senior Staff
203558,Production,Shaibal,Herath,1964-06-27,1987-05-10,9999-01-01,Senior Engineer
203563,Sales,Ugo,Dehkordi,1963-02-28,1988-02-12,9999-01-01,Senior Staff
203580,Research,Soenke,Verhaegen,1962-04-23,1987-05-14,9999-01-01,Senior Staff
203611,Sales,Zongyan,Herber,1963-09-19,1987-12-15,9999-01-01,Staff
203637,Sales,Yonghong,Murtagh,1962-06-13,1985-02-26,9999-01-01,Senior Staff
203649,Marketing,Ranga,Garnier,1962-02-10,1988-01-27,9999-01-01,Staff
203662,Development,Kazuhiko,Conry,1963-02-20,1987-11-22,9999-01-01,Engineer
203663,Finance,Phuoc,Flowers,1962-03-21,1986-07-09,9999-01-01,Senior Staff
203677,Development,Tayeb,Mandell,1963-03-20,1986-03-07,9999-01-01,Engineer
203703,Development,Gift,Decleir,1964-07-26,1986-02-07,9999-01-01,Engineer
203730,Customer Service,Lunjin,Seghrouchni,1962-03-31,1986-10-14,9999-01-01,Staff
203737,Finance,Janalee,Shumilov,1962-02-19,1986-08-15,9999-01-01,Senior Staff
203738,Sales,Mikhail,Peot,1964-10-10,1988-10-15,9999-01-01,Senior Staff
203762,Marketing,Berto,Luga,1963-11-11,1987-04-04,9999-01-01,Senior Staff
203763,Sales,Remzi,Nitta,1962-05-12,1987-11-07,9999-01-01,Staff
203767,Production,Heping,Unno,1963-11-07,1988-05-23,9999-01-01,Senior Engineer
203786,Production,Kendra,Ratnaker,1964-12-28,1987-06-09,9999-01-01,Senior Engineer
203820,Development,Syozo,Holburn,1964-09-29,1985-12-29,9999-01-01,Engineer
203845,Human Resources,Maria,Ohori,1963-01-07,1985-08-11,9999-01-01,Staff
203852,Development,Sumant,Markovitch,1964-05-28,1988-05-06,9999-01-01,Technique Leader
203855,Development,Aimee,Laurillard,1964-06-07,1988-10-29,9999-01-01,Senior Engineer
203902,Quality Management,Fabrizio,Ohori,1962-11-30,1988-08-12,9999-01-01,Engineer
203941,Development,Shai,Gist,1964-05-08,1985-05-29,9999-01-01,Senior Engineer
203983,Development,Nakhoon,Gargeya,1963-06-13,1986-09-11,9999-01-01,Senior Engineer
203988,Development,Serge,Levergood,1963-08-28,1985-11-05,9999-01-01,Engineer
204002,Sales,Hatim,Showalter,1962-10-22,1988-02-10,9999-01-01,Senior Staff
204009,Research,Temple,Beutelspacher,1962-01-27,1987-12-07,9999-01-01,Senior Staff
204046,Development,Patricia,Chaudhuri,1963-12-23,1985-05-18,9999-01-01,Engineer
204050,Customer Service,Ewing,Kroft,1962-09-28,1985-12-19,9999-01-01,Staff
204063,Finance,Renny,Uehara,1964-01-09,1987-04-24,9999-01-01,Staff
204083,Sales,Zito,Ramsay,1963-10-27,1985-09-05,9999-01-01,Staff
204096,Production,Fumino,Niizuma,1962-04-10,1985-02-21,9999-01-01,Technique Leader
204112,Human Resources,Udo,Picci,1963-07-28,1987-10-17,9999-01-01,Senior Staff
204139,Sales,Fai,Cummings,1964-08-23,1988-12-06,9999-01-01,Staff
204177,Sales,Mara,Schlegelmilch,1962-07-21,1986-11-26,9999-01-01,Senior Staff
204196,Research,Jaewoo,Perna,1964-03-05,1986-03-26,9999-01-01,Senior Staff
204222,Sales,Jagoda,Suomi,1962-10-08,1985-08-19,9999-01-01,Staff
204226,Development,Arco,Brizzi,1962-07-07,1988-03-05,9999-01-01,Assistant Engineer
204228,Production,Rosine,Ballarin,1963-05-22,1985-09-25,9999-01-01,Engineer
204246,Research,Arve,Worfolk,1965-01-09,1985-04-01,9999-01-01,Senior Staff
204255,Development,Marco,Heijenga,1964-12-05,1987-09-22,9999-01-01,Engineer
204278,Finance,Jiafu,Molenkamp,1963-01-15,1985-02-27,9999-01-01,Senior Staff
204299,Finance,Fai,Chimia,1963-03-08,1987-10-02,9999-01-01,Senior Staff
204320,Finance,Danil,Neiman,1963-09-10,1988-07-28,9999-01-01,Senior Staff
204322,Production,Udi,Lukaszewicz,1962-07-29,1988-04-07,9999-01-01,Senior Engineer
204333,Production,Duro,Peak,1964-04-26,1988-08-20,9999-01-01,Technique Leader
204403,Sales,Denis,Ranum,1962-03-12,1986-12-19,9999-01-01,Senior Staff
204408,Production,Shahid,Jullig,1964-11-13,1986-04-12,9999-01-01,Assistant Engineer
204443,Development,Valeska,Matteis,1962-07-31,1987-04-27,9999-01-01,Engineer
204471,Development,Franziska,Maginnis,1965-01-27,1986-02-17,9999-01-01,Engineer
204513,Marketing,Domenick,Oxenboll,1963-03-28,1985-11-17,9999-01-01,Senior Staff
204520,Sales,Kwee,Angelov,1962-12-13,1987-09-26,9999-01-01,Senior Staff
204549,Sales,Hitomi,Terkki,1963-10-17,1987-10-18,9999-01-01,Staff
204553,Finance,Sachem,Melski,1962-02-25,1988-03-04,9999-01-01,Senior Staff
204556,Human Resources,Munehiko,Gaughan,1962-04-29,1987-05-17,9999-01-01,Staff
204588,Quality Management,Mariusz,Peak,1964-07-05,1986-05-26,9999-01-01,Engineer
204601,Development,Aiichiro,Rodham,1962-10-31,1987-01-02,9999-01-01,Senior Engineer
204612,Development,True,Steinauer,1964-04-08,1988-07-21,9999-01-01,Senior Engineer
204621,Development,Macha,Thummel,1963-10-01,1987-07-21,9999-01-01,Engineer
204630,Sales,Mayumi,Peron,1962-08-02,1988-04-22,9999-01-01,Senior Staff
204633,Production,Morrie,Vrecion,1963-10-28,1987-01-13,9999-01-01,Senior Engineer
204644,Finance,Sariel,Schicker,1962-05-06,1986-07-14,9999-01-01,Senior Staff
204659,Development,Saddek,Crouzet,1964-10-02,1985-03-25,9999-01-01,Senior Engineer
204680,Research,Sadegh,Dredge,1964-08-06,1988-12-18,9999-01-01,Staff
204696,Production,Tadanori,Crouzet,1962-07-07,1985-02-20,9999-01-01,Engineer
204715,Sales,Nakhoon,Malabarba,1962-04-27,1986-10-11,9999-01-01,Staff
204736,Production,Peer,Kakkad,1962-09-20,1985-11-12,9999-01-01,Engineer
204748,Development,Fumitake,Zedlitz,1962-10-27,1988-09-10,9999-01-01,Senior Engineer
204749,Customer Service,Shichao,Berstel,1963-06-28,1988-05-20,9999-01-01,Senior Staff
204760,Sales,Shuji,Anily,1963-11-16,1985-05-07,9999-01-01,Senior Staff
204772,Production,Sumant,Gecseg,1962-05-21,1987-02-23,9999-01-01,Senior Engineer
204785,Sales,Nathan,Nyrup,1963-11-24,1985-10-20,9999-01-01,Staff
204802,Research,Shem,Aloia,1964-02-08,1986-03-31,9999-01-01,Senior Staff
204820,Production,Honesty,Honglei,1962-07-07,1987-12-07,9999-01-01,Engineer
204850,Production,Xumin,Schlegelmilch,1964-01-06,1987-05-31,9999-01-01,Engineer
204889,Development,Kiam,Serna,1962-05-23,1986-05-03,9999-01-01,Senior Engineer
204906,Development,Zhenhua,Merro,1963-09-25,1988-01-13,9999-01-01,Senior Engineer
204934,Development,Jayesh,Manders,1964-12-25,1986-12-27,9999-01-01,Senior Engineer
204957,Production,Mikhail,Gecsel,1962-03-26,1986-04-04,9999-01-01,Senior Engineer
205009,Research,Hongzue,Ritcey,1962-12-04,1985-05-17,9999-01-01,Senior Staff
205054,Sales,Utpal,Bail,1963-07-05,1985-08-05,9999-01-01,Senior Staff
205079,Production,Jaihie,Jansen,1963-02-27,1988-06-15,9999-01-01,Engineer
205083,Development,Hercules,Rubsam,1964-07-28,1985-03-26,9999-01-01,Senior Engineer
205107,Sales,Kenroku,Comellas,1964-02-01,1986-12-26,9999-01-01,Senior Staff
205111,Production,Maia,Bail,1963-11-01,1985-04-28,9999-01-01,Engineer
205145,Production,Hercules,Halevi,1964-08-11,1988-06-26,9999-01-01,Engineer
205167,Human Resources,Niclas,Baezner,1962-05-12,1985-02-03,9999-01-01,Staff
205181,Production,Jianhao,Michaels,1963-07-10,1986-07-11,9999-01-01,Senior Engineer
205197,Development,Chikara,Isaak,1962-06-12,1988-04-19,9999-01-01,Engineer
205220,Sales,Sadegh,Schade,1962-12-17,1985-08-17,9999-01-01,Staff
205230,Development,Sajjad,Krone,1962-07-13,1988-02-21,9999-01-01,Senior Engineer
205270,Marketing,Subhankar,Cesareni,1962-07-16,1985-11-20,9999-01-01,Senior Staff
205282,Development,Inderjeet,Gadepally,1962-05-24,1988-03-08,9999-01-01,Engineer
205286,Development,Mizuhito,Rodham,1963-05-14,1986-01-08,9999-01-01,Senior Engineer
205310,Production,Zhanqiu,Kinley,1963-08-10,1988-02-12,9999-01-01,Senior Engineer
205358,Development,Syozo,Munck,1963-07-17,1987-10-03,9999-01-01,Engineer
205369,Finance,Mizuhito,Perly,1962-05-14,1985-07-25,9999-01-01,Senior Staff
205372,Development,Sakthirel,Oberman,1963-02-18,1985-02-18,9999-01-01,Engineer
205390,Sales,Zito,McAlpine,1963-05-31,1986-03-09,9999-01-01,Senior Staff
205416,Production,Kellyn,Baer,1963-12-02,1987-04-04,9999-01-01,Engineer
205438,Marketing,Martial,Benzmuller,1963-02-04,1987-02-07,9999-01-01,Senior Staff
205468,Development,Boutros,Ermel,1963-05-26,1988-04-23,9999-01-01,Senior Engineer
205477,Marketing,Rafail,Pelc,1962-11-12,1988-09-12,9999-01-01,Senior Staff
205536,Sales,Katsuo,Huxford,1964-07-15,1986-05-17,9999-01-01,Staff
205543,Human Resources,Nalini,Ernst,1962-08-24,1986-08-13,9999-01-01,Senior Staff
205552,Development,Youjian,Honglei,1963-10-12,1987-10-04,9999-01-01,Engineer
205556,Human Resources,Ulises,Thombley,1964-11-07,1985-12-06,9999-01-01,Senior Staff
205579,Research,Bodo,Jervis,1963-05-13,1986-10-08,9999-01-01,Senior Staff
205581,Quality Management,Hugo,Felder,1962-10-20,1987-09-23,9999-01-01,Senior Engineer
205657,Development,Gretta,Pepe,1964-10-01,1986-01-05,9999-01-01,Engineer
205678,Development,Tze,Undy,1962-11-05,1986-05-13,9999-01-01,Engineer
205689,Sales,Unal,Rissanen,1963-06-04,1985-10-31,9999-01-01,Senior Staff
205703,Marketing,Jiann,Engberts,1963-01-30,1987-12-26,9999-01-01,Senior Staff
205771,Finance,Mohd,Worfolk,1964-02-28,1986-03-24,9999-01-01,Senior Staff
205776,Quality Management,Kazuyasu,Bain,1964-12-04,1986-12-07,9999-01-01,Senior Engineer
205805,Sales,Huai,Birke,1963-06-12,1987-04-27,9999-01-01,Senior Staff
205845,Production,Mohan,Conry,1964-02-04,1985-12-10,9999-01-01,Senior Engineer
205846,Customer Service,Iara,Milicic,1964-04-26,1986-07-04,9999-01-01,Senior Staff
205864,Marketing,Zeljko,Ohori,1962-02-09,1986-09-05,9999-01-01,Senior Staff
205929,Development,Nikolaos,Harnett,1962-03-25,1987-11-28,9999-01-01,Senior Engineer
205955,Human Resources,Caolyn,Sullins,1962-03-05,1986-03-01,9999-01-01,Senior Staff
205964,Development,Josyula,Pulkowski,1964-11-06,1985-10-17,9999-01-01,Engineer
206022,Development,Gor,Bhattacharjee,1963-02-12,1987-01-15,9999-01-01,Senior Engineer
206030,Sales,Hilari,Zaccaria,1964-12-26,1986-03-20,9999-01-01,Senior Staff
206036,Customer Service,Arno,Facello,1963-06-03,1987-04-12,9999-01-01,Staff
206040,Sales,Muzhong,Erol,1964-06-21,1987-12-28,9999-01-01,Staff
206109,Development,Frederique,Coombs,1964-08-22,1988-01-07,9999-01-01,Senior Engineer
206124,Development,Rafael,Lanphier,1963-08-12,1988-01-15,9999-01-01,Engineer
206176,Production,Aram,Genin,1963-06-12,1987-04-09,9999-01-01,Senior Engineer
206186,Development,Shalesh,Koshiba,1964-08-21,1987-05-29,9999-01-01,Engineer
206207,Quality Management,Bezalel,Rassart,1962-06-18,1986-11-16,9999-01-01,Senior Engineer
206219,Production,Marke,Chenoweth,1963-06-09,1987-10-05,9999-01-01,Engineer
206222,Quality Management,Oguz,Zhiwei,1962-05-31,1987-11-24,9999-01-01,Technique Leader
206252,Quality Management,Mohd,Swick,1964-02-13,1986-07-23,9999-01-01,Senior Engineer
206325,Human Resources,Selwyn,Guting,1962-12-21,1986-10-16,9999-01-01,Senior Staff
